,,,,,,,,,
"COICOP Code list",,,,,,,,,
,,,,,,,,,
"COICOP","item","CoicopType","CoicopTypeDesc","MainGroup","MainName","SecondaryGroup","secondaryGroupName","ThirdGroup","ThirdGroupDEsc"
"05612120","Paper serviettes/napkins, disposable dinner ware (plates, tumblers etc)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612210","Brooms, brushes, feather dusters, etc",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612220","Dish cloths (wash and dry)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612310","Matches",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612320","Fire lighters",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612410","Other (clothes-pegs, hangers etc) specify",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05612500","Methylated spirits, fuel for lawnmowers and generators and for heating (excluding fuel for your motor vehicles)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0561","Non-durable household goods"
"05621011","Cash wage incl transport received by general domestic worker",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621012","Cash wage incl transport received by child minder/ nanny",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621013","Cash wage incl transport received by cook",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621014","Cash wage incl transport received by chaffeur",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621015","Cash wage incl transport received by clothes washers/ironers",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621016","Cash wage incl transport received by garden worker",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621017","Cash wage incl transport received by baby sitter",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05621018","Cash wage incl transport received by other domestic worker",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05622100","Dry cleaning of household linen, textiles and carpets",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05622200","Laundry service for household textile and carpets and nappy services (including  launderettes)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05622300","Hiring of furniture, furnishings, carpets,",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05622400","Fumigation and cleaning services (including those of upholstery , swimming pool, window cleaning etc)",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"05622500","Grinding/gristing of maize/wheat",1,"Consumption","05","Furnishings, househould equipment and routine maintenance of the house","056","Goods and services for routine household maintenance","0562","Domestics services and household arcticles"
"06111100","Medicine purchased with prescription in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111101","Medicine purchased with prescription in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111200","Medicine purchased without prescription in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111201","Medicine purchased without prescription in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111300","Pharmacy dispensing fees in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111301","Pharmacy dispensing fees in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111400","Pharmacy service fees in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06111401","Pharmacy service fees in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0611","Pharmaceutical products"
"06121000","Other medical products (bandages, syringes, knee supports etc) in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0612","Other medical products"
"06121001","Other medical products (bandages, syringes, knee supports etc) in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0612","Other medical products"
"06121100","Condoms, strings and other contraceptives, (excluding tablets and injections)",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0612","Other medical products"
"06131000","Therapeutic appliances and equipment (like spectacles and hearing aids) in private institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0613","Therapeutic appliances and equipment"
"06131001","Therapeutic appliances and equipment (like spectacles and hearing aids) in public institutions",1,"Consumption","06","Health","061","Medical products, appliances and equipment","0613","Therapeutic appliances and equipment"
"06211100","Medical services in private institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211101","Medical services in public institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211110","Flat rate in respect of services and medicine obtained at hospital/clinic in private institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211111","Flat rate in respect of services and medicine obtained at hospital/clinic in public institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211120","Other medical services in private institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211121","Other medical services in public institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211200","Consultations of traditional healers in private institutions/work places",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06211201","Consultations of traditional healers in public institutions",1,"Consumption","06","Health","062","Out-patient services","0621","Medical Services"
"06221000","Dental service (service of dentists include oral-hygienists) in private institutions",1,"Consumption","06","Health","062","Out-patient services","0622","Dental Services"
"06221001","Dental service (service of dentists include oral-hygienists) in public institutions",1,"Consumption","06","Health","062","Out-patient services","0622","Dental Services"
"06231101","Medical analysis laboratories and X-ray service in private institutions",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06231102","Medical analysis laboratories and X-ray service in public institutions",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06232000","Service of medical auxiliaries (freelance nurse, midwives, freelance optometrist, physiotherapist, speech therapist etc) in private instituti",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06232001","Service of medical auxiliaries (freelance nurse, midwives, freelance optometrist, physiotherapist, speech therapist etc) in public institutio",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06233000","Non hospital service (ambulance service other than hospital) in public institutions",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06233001","Non hospital service (ambulance service other than hospital) in private institutions",1,"Consumption","06","Health","062","Out-patient services","0623","Paramedic services"
"06311100","Hospital service fees (eg wards, beds and theatre fees) in private institutions",1,"Consumption","06","Health","063","Hospital services","0631","Hospital services"
"06311101","Hospital service fees (eg wards, beds and theatre fees) in public institutions",1,"Consumption","06","Health","063","Hospital services","0631","Hospital services"
"07111100","New motor cars, station wagons and mini-buses (excluding vehicles for business purposes)",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07111200","New bakkies",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07111300","Four wheel drive vehicles",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07112100","Used motor cars, station wagons and mini-buses (excluding vehicles for business purposes)",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07112200","Used bakkies",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07112300","Four-wheel drive vehicles",1,"Consumption","07","Transport","071","Purchase of vehicles","0711","Motor-cars"
"07121100","New motor cycles and scooters",1,"Consumption","07","Transport","071","Purchase of vehicles","0712","Motor-cycles"
"07121200","Used motor cycles and scooters",1,"Consumption","07","Transport","071","Purchase of vehicles","0712","Motor-cycles"
"07131100","New bicycles",1,"Consumption","07","Transport","071","Purchase of vehicles","0713","Bicycles"
"07131200","Used bicycles",1,"Consumption","07","Transport","071","Purchase of vehicles","0713","Bicycles"
"07141100","New animal drawn vehicles",1,"Consumption","07","Transport","071","Purchase of vehicles","0714","Animal drawn vehicle"
"07141200","Used animal drawn vehicles",1,"Consumption","07","Transport","071","Purchase of vehicles","0714","Animal drawn vehicle"
"07141300","Horse",1,"Consumption","07","Transport","071","Purchase of vehicles","0714","Animal drawn vehicle"
"07141400","Donkey",1,"Consumption","07","Transport","071","Purchase of vehicles","0714","Animal drawn vehicle"
"07141500","Other private modes of transport (animals)",1,"Consumption","07","Transport","071","Purchase of vehicles","0714","Animal drawn vehicle"
"07211100","New tyres and tubes",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07211200","Re-treaded /patched tyres and tubes",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07211300","Spare parts, maintenance, and cleaning materials, accessories purchased for private repair and installation",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07211410","Batteries (new and used)",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07211500","Air conditioner for cars including installations",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07211600","Security systems for cars including installation",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0721","Spare parts and accessories"
"07221110","Motor car fuel",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0722","Fuels and lubricants"
"07221200","Oil and grease",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0722","Fuels and lubricants"
"07231100","Maintenance and lubrication services",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0723","Maintenance and repairs of personal transport equipment"
"07231410","Panel-beating repairs Paid for by you",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0723","Maintenance and repairs of personal transport equipment"
"07231510","Other repair work Paid for by you",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0723","Maintenance and repairs of personal transport equipment"
"07231600","Car wash",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0723","Maintenance and repairs of personal transport equipment"
"07231700","Valet services",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0723","Maintenance and repairs of personal transport equipment"
"07241100","Parking fees",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241200","Traffic fines",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241300","Toll fees",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241400","Licenses and registration fees (including that of motor cycles)",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241500","Driving lessons, driving tests and driving licenses",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241700","Rented vehicles educational trips",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241701","Rented vehicles other than educational",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241801","Rented on holiday",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07241900","Other specify",1,"Consumption","07","Transport","072","Operation of personal transport equipment","0724","Other services in respect of personal transport equipment"
"07311110","Train for attending educational institutions",1,"Consumption","07","Transport","073","Transport services","0731","Passenger transport by railway"
"07311111","Train for non-educational institutions",1,"Consumption","07","Transport","073","Transport services","0731","Passenger transport by railway"
"07311210","Train for when away from home",1,"Consumption","07","Transport","073","Transport services","0731","Passenger transport by railway"
"07321110","Bus (including school bus) for educational purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321111","Bus (including school bus) for non-educational purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321210","Bus",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321310","Metered cab attending educaional trips",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321311","Metered cab other than educaional",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321320","Minibus taxi/combi (including 30 seaters eg Iveco) for non-educational purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321321","Minibus taxi/combi (including 30 seaters eg Iveco) for educational purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321330","Other (including bakkies used as taxis) for education purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321331","Other (including bakkies used as taxis) for non-education purposes",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321410","Metered cab while on holiday",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321420","Minibus taxi (including 30 seaters, eg Iveco)",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321430","Other  (Including bakkies used as taxis)",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321510","Lift clubs educational trips",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07321511","Lift clubs other",1,"Consumption","07","Transport","073","Transport services","0732","Passenger transport by road"
"07331110","Aircraft educaional trips",1,"Consumption","07","Transport","073","Transport services","0733","Passenger transport by air"
"07331111","Aircraft other than educaional",1,"Consumption","07","Transport","073","Transport services","0733","Passenger transport by air"
"07331210","Aircraft",1,"Consumption","07","Transport","073","Transport services","0733","Passenger transport by air"
"07341110","Boat/ship educational trips",1,"Consumption","07","Transport","073","Transport services","0734","Passenger transport by sea and inland waterway"
"07341111","Boat/ship other than educaional",1,"Consumption","07","Transport","073","Transport services","0734","Passenger transport by sea and inland waterway"
"07341210","Boat/ship while on holiday",1,"Consumption","07","Transport","073","Transport services","0734","Passenger transport by sea and inland waterway"
"07361110","Furniture removals and transport of goods (not for business purposes) for educational purposes",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07361111","Furniture removals and transport of goods (not for business purposes) for non-educational purposes",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07361130","Supporting services (eg parking services, port operators)",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07361140","Other (eg Cable car, horse)",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07361150","Other (eg horse) for educational puporses",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07361151","Other (eg horse) for non-educational puporses",1,"Consumption","07","Transport","073","Transport services","0736","Other puchased transport services"
"07715111","Saddles",1,"Consumption","07","Transport","077","Operational values of other modes of transport","0771","cost for other modes of transport"
"07715112","Horse shoes",1,"Consumption","07","Transport","077","Operational values of other modes of transport","0771","cost for other modes of transport"
"07715113","Veterinary costs",1,"Consumption","07","Transport","077","Operational values of other modes of transport","0771","cost for other modes of transport"
"07715114","Foods/feeds",1,"Consumption","07","Transport","077","Operational values of other modes of transport","0771","cost for other modes of transport"
"07715115","Other cost for other modes of transport",1,"Consumption","07","Transport","077","Operational values of other modes of transport","0771","cost for other modes of transport"
"08111100","Stamps",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08111200","Packages",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08111300","Courier services",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08111301","Other postage",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08111400","Renting of post boxes",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08111500","Other (eg Telegrams)",1,"Consumption","08","Communication","081","Postal services","0811","Postal services"
"08211100","Cellular phones",1,"Consumption","08","Communication","082","Telephone and telefax equipment","0821","Telephone and telefax equipment"
"08211200","Telephones, cordless telephones, motor telephones",1,"Consumption","08","Communication","082","Telephone and telefax equipment","0821","Telephone and telefax equipment"
"08211300","Fax machines and telephone answering machines for household purposes",1,"Consumption","08","Communication","082","Telephone and telefax equipment","0821","Telephone and telefax equipment"
"08211400","Pagers",1,"Consumption","08","Communication","082","Telephone and telefax equipment","0821","Telephone and telefax equipment"
"08211600","Repairs of computers and communication equipment",1,"Consumption","08","Communication","082","Telephone and telefax equipment","0821","Telephone and telefax equipment"
"08311101","Installation",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311201","Private calls",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311202","Calls from public phones",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311203","Calls (including phone cards)",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311301","Rental landline",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311302","Rental cellphone",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311401","Value added tax (VAT) (only if telephone account is available)",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311402","Value added tax (VAT) on calls (only if telephone account is available)",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311501","Connection to the network for a landline",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311502","Connection to the network for a cellphone",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"08311503","Internet subscription and other costs",1,"Consumption","08","Communication","083","Telephone and telefax services","0831","Telephone and telefax services"
"09111100","Radios (including motor car radios) tape recorders, compact disk players and similar equipment)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0911","Equipment for the reception, recording and reproduction of sound and pictures"
"09111200","Two-way radios",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0911","Equipment for the reception, recording and reproduction of sound and pictures"
"09112100","Television sets, decoders, video recorders/DVDs",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0911","Equipment for the reception, recording and reproduction of sound and pictures"
"09112200","Aerials and satellite dishes",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0911","Equipment for the reception, recording and reproduction of sound and pictures"
"09121100","Cameras, video cameras, projectors and flashes",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0912","Photographic and cinematographic equipment and optical instruments"
"09121300","Other recreational services",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0912","Photographic and cinematographic equipment and optical instruments"
"09131100","Personal desktop computers (excluding laptops)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131200","Laptops and palm tops",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131300","Software (excluding games, play-stations etc)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131400","Calculators",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131500","Printers/scanners/copiers",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131600","Modems",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09131700","Parts and upgrading of computers",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0913","Information processing equipment"
"09141100","Diskettes, CDs, flah disks and other consumable goods",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141200","Magnetic tapes (excl software and video games including pre-recorded and unrecorded music tapes)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141300","Disks for photographic and cinematographic use",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141400","Compact disks- CDs (excluding software and video games; including pre-recorded and unrecorded disks)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141500","DVDs (excluding software and video games, including pre-recorded and unrecorded DVDs)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141600","VCDs (excluding software and video games; including pre-recorded and unrecorded VCDs)",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09141700","Other musical instruments, sound equipment and accessories",1,"Consumption","09","Recreation and culture","091","Audio-visual, photographic and information processing equipment","0914","Recording meedia"
"09211000","Boats (including outboard motors) aircrafts, go-carts",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0921","Major durables for outdoor recreation"
"09211100","New caravans and trailers including motorised caravans",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0921","Major durables for outdoor recreation"
"09211200","Used caravans and trailers including motorised caravans",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0921","Major durables for outdoor recreation"
"09221000","Musical instruments: Pianos, organs and other musical instruments",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0922","Musical instrument and major durables for outdoor recreation"
"09231001","Repairs and service charges for musical instruments, sound equipment and accessories",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0923","Maintenance and repair of other major durables for recreation and culture"
"09231002","Repairs and maintenance services to recreation, entertainment and sports equipment",1,"Consumption","09","Recreation and culture","092","Other major durables for recreation and culture","0923","Maintenance and repair of other major durables for recreation and culture"
"09311100","Hobbies",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0931","Games, toys and hobbies"
"09311200","Toys and games, video games (including software games)",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0931","Games, toys and hobbies"
"09311400","Fire works",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0931","Games, toys and hobbies"
"09321100","Firearms and ammunition",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09321101","Firearms and ammunition (for security services)",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09321200","Tennis rackets and balls, fishing rods etc",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09321300","Special sports clothes and shoes",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09321400","Camping equipment (tents, sleeping bags etc)",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09321500","Swimming pool equipment and repairs of equipment",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0932","Equipment for sport, camping and open-air recreation"
"09331100","Seed, plants, shrubs, and trees, fertilizer, plant and pest spray remedies",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0933","Gardens, plants and flowers"
"09331200","Bouquets and cut flowers for household use",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0933","Gardens, plants and flowers"
"09331210","Garden ornaments",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0933","Gardens, plants and flowers"
"09341000","Purchase of pets",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0934","Pets and related products"
"09341200","Pet food/feeds and other requisites",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0934","Pets and related products"
"09351100","Licenses",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0935","Veterinary and other services"
"09351200","Care (eg doggy parlour, kennels and veterinary costs)",1,"Consumption","09","Recreation and culture","093","Other  recreational items and equipment, garden and pets","0935","Veterinary and other services"
"09411020","Amusement parks",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09411030","Membership fees for gymnasiums, health, sport and social clubs",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09411100","Sports",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09411200","Fees for lessons connecting with recreation, ebtertainment and sport",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09411300","Schools and other educational institutions (Expenses incurred not normally regarded as tuition, eg contributions to sports grounds) in public",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09411301","Schools and other educational institutions (Expenses incurred not normally regarded as tuition, eg contributions to sports grounds) in privat",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0941","Recreational and sporting services"
"09421000","Cinema, theatres, concerts, festivals",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09422100","Museums and zoos etc",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09422200","Library fees and fines (for non-academic purposes)",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09422300","Library fees fines (for academic purpose)",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09422400","Library services (for academic purposes)",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09423101","Television licenses",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09423102","Television rental",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09423103","Subscription to pay TV channels",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09423104","Rent for decoder, video equipment and tapes",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09424300","Film development and photo prints",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09424400","admission charges - other",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0942","Cultural services"
"09431100","Lotto",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0943","Games of chances"
"09431200","Casinos",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0943","Games of chances"
"09431300","Other gambling",1,"Consumption","09","Recreation and culture","094","Recreational and cultural services","0943","Games of chances"
"09511100","Textbooks for public institutions",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0951","Books"
"09511101","Textbooks for private institutions",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0951","Books"
"09511200","Books (excluding those in 1614)",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0951","Books"
"09521100","Newspapers - daily weekly",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0952","Newspaper and periodicals"
"09521200","Magazines and periodicals",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0952","Newspaper and periodicals"
"09531000","Miscellaneous printed matter(eg road maps, greeting cards, posters etc)",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0953","Miscellaneous printed matter"
"09541100","Stationery (excluding those for academic purposes)",1,"Consumption","09","Recreation and culture","095","Newspapers, books and stationary","0954","Stationery and drawing materials"
